SMA_50,RSI_14,EMA_12,EMA_26
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-9.1011762235926,-6.046511172568754
-4.277367626304013,-4.304866400289583,-0.2092046946709942,-6.046511172568754
-4.277367626304013,-4.304866400289583,-0.21302374083011333,-6.046511172568754
-4.277367626304013,-4.304866400289583,-0.217436724483198,-6.046511172568754
-4.277367626304013,-1.1885924018246268,-0.22116877605015406,-6.046511172568754
-4.277367626304013,-1.1599979593258207,-0.22424304390651667,-6.046511172568754
-4.277367626304013,-1.0542217118803137,-0.2265493718338675,-6.046511172568754
-4.277367626304013,-1.0842159315384572,-0.2286237267313894,-6.046511172568754
-4.277367626304013,-1.2178946107596167,-0.23091430288136222,-6.046511172568754
-4.277367626304013,-1.243674912357096,-0.23295334626690223,-6.046511172568754
-4.277367626304013,-0.6216271478276438,-0.23314734609744872,-6.046511172568754
-4.277367626304013,-0.48234371219025207,-0.23293821839661327,-6.046511172568754
-4.277367626304013,-0.8319896597103011,-0.2339026604431168,-6.046511172568754
-4.277367626304013,-0.6674352891650907,-0.23430435282249246,-6.046511172568754
-4.277367626304013,0.003154054533094506,-0.2327430687251175,-6.046511172568754
-4.277367626304013,0.29852857045868025,-0.23043777216783126,-0.05956958111570102
-4.277367626304013,0.4643296597664705,-0.22790594983045057,-0.05907747431969455
-4.277367626304013,0.0659747137855567,-0.2268421029080626,-0.058972012751962746
-4.277367626304013,-0.24271028449816592,-0.22685300148671522,-0.05917020288146701
-4.277367626304013,-0.0971737625552123,-0.22642974567625837,-0.05921328053298261
-4.277367626304013,-0.0693246924976006,-0.2259914325403264,-0.05922713372441462
-4.277367626304013,-0.3543875591816544,-0.22639814994523433,-0.059492457932943194
-4.277367626304013,-0.7728679500478832,-0.22801343500200802,-0.06015088580355913
-4.277367626304013,-0.9366929444148949,-0.22992217673410073,-0.06093652412194402
-4.277367626304013,-0.6880092696863002,-0.2309534928578268,-0.0614744075045324
-4.277367626304013,-0.7695354164194711,-0.23207097618335806,-0.06205194789416865
-4.277367626304013,-0.8476943412036859,-0.23324455962372054,-0.06266074909286959
-4.277367626304013,-0.3759466925751982,-0.23318930034112234,-0.06288405859586042
-4.277367626304013,0.9110140974560905,-0.22894204909385493,-0.06172686600369115
-4.277367626304013,1.6453984643549282,-0.22115663590086038,-0.05929432334447669
-4.277367626304013,1.7242301860732683,-0.213997418374496,-0.0568563752056023
-4.277367626304013,0.5702056840677616,-0.21158694319027804,-0.055783354491016304
-4.277367626304013,0.6902622892515415,-0.2088924155624056,-0.054577163033306
-4.277367626304013,0.8774892288909392,-0.2055687369914755,-0.05312141674224914
-4.277367626304013,1.2117257325116582,-0.20069486872813508,-0.05110409672294803
-4.277367626304013,1.34605402848108,-0.1956621921727104,-0.048941161222936076
-4.277367626304013,1.43411222389953,-0.19080146575677445,-0.04674286515995121
-4.277367626304013,1.0255182217025014,-0.18794847590221625,-0.04511652405493217
-4.277367626304013,0.6078258864371554,-0.18693155474182557,-0.04406432645532099
0.07481868997757893,0.5653490729298611,-0.18621548168611543,-0.04313695775296058
0.0753779595048886,1.192707597645008,-0.18206052677577272,-0.04112585641566276
0.07594413607901541,1.4406267301719433,-0.17678528681844208,-0.038692387695016414
0.07633062880340762,1.4297261237805843,-0.17235596182940946,-0.03645032647574661
0.07697749432181815,1.9600110236292296,-0.16409306189792097,-0.032908255290619054
0.07796382060741382,2.262996596815245,-0.15351138151661411,-0.028462836444122338
0.07921729865615551,2.3756367387332356,-0.142987801071827,-0.023836954707682618
0.08065220790025376,2.575177542129833,-0.13090761114693356,-0.018522560763152195
0.0821874751623546,2.6157811967117817,-0.11997656236863084,-0.013371489602937813
0.08404392467569048,2.8948477300575512,-0.10480744161256209,-0.006679744182660318
0.08606570418914854,2.9526881897199195,-0.0904415492512037,1.3286080367668398e-05
0.08800445276629183,2.37997235333001,-0.08047318297085046,0.005500259705368008
0.08989929814120934,2.057623321607558,-0.07334245385048015,0.010157349523948641
0.09158680403390121,1.1363897314689368,-0.07156025987650101,0.013088946529891288
0.09331803016068924,1.0393982728873872,-0.0705470845230887,0.01564270817879051
0.09507817440004827,1.089732696585517,-0.06923359736777317,0.018155432110534327
0.09691394851496284,1.2308194208519627,-0.06685075823852761,0.020894878960912747
0.09862927471146041,0.8827917364463334,-0.06643122885088748,0.022912926151467845
0.10022429936404341,0.47495139454107255,-0.06808848496231543,0.024128084263347803
0.10187208287622795,0.5171103923218594,-0.06919752711517183,0.025348453638699565
0.10364313201599429,0.776458390215161,-0.06830086268440698,0.027074303696366646
0.10523009692255594,0.48626052618852084,-0.06890193692926772,0.028230769530441936
0.10678515218765956,0.4587087100190328,-0.0695384136749702,0.029260048226131107
0.10842955993788815,0.5022405158233998,-0.06981504174551761,0.030298136228068984
0.1100089042219343,0.35640709611110943,-0.07065659193406001,0.03106207123291264
0.11144681414332439,0.27751573075104224,-0.07168879255768076,0.03166547098811958
0.1128079506383629,0.22043023070039394,-0.07278374809858533,0.03215223236415251
0.11400509280060912,-0.2671953743375278,-0.07570467510079762,0.03195531846768235
0.11521943396685241,-0.44856879732234783,-0.07898457405165017,0.03151050942371092
0.11655205487920049,-0.2136181374087787,-0.08081330738756229,0.03140601272664508
0.11793214687226015,0.0644193691588392,-0.08118266240348107,0.031691781354575725
0.11923365405450459,-0.22417585412933647,-0.0826492336915652,0.03158164850193161
0.12075593972794944,0.3671766138988529,-0.0812003398451544,0.03235310299831477
0.12225065210456196,-0.046071243250501326,-0.08167854471053368,0.03251403706213348
0.12380210289755121,0.03011333372510271,-0.08173403648239735,0.032776421877610436
0.1253038046566382,-0.019868414861356622,-0.08197855146273027,0.032955220074675204
0.1267802751109266,-0.1858388093820107,-0.08282655022525415,0.032912599087492105
0.12813099157109642,-0.7022340197796847,-0.08574713758637835,0.03215777319049336
0.12940329704017253,-0.7422309465076271,-0.08840159618977016,0.03139937512265017
0.1303425456265297,-0.9667060060857601,-0.09167800793418857,0.030362591261218288
0.1307723377583245,-1.636250412178752,-0.09826003932661011,0.0281655473143813
0.1313303448055535,-0.9241562463170863,-0.10124421097630443,0.026970711840580374
0.1321103379336247,-0.9528816650517622,-0.1039302012244673,0.025812129032068285
0.13286740515530435,-0.8723047105399623,-0.10590813024055805,0.024835103353446544
0.13353498266576216,-0.9455031623445731,-0.10794354946503282,0.02381297250869917
0.13415092657060285,-0.5866405010600361,-0.10841523399207564,0.023272640693582692
0.1345879459434387,-0.9862776840698582,-0.11071581667854538,0.02215490040627305
0.1348672742354795,-1.3261367379590057,-0.1145367730012876,0.02051134045086548
0.1352675719051005,-1.1352493946937212,-0.1171299378606418,0.019197327310221408
0.13567471258269426,-1.3666595582108996,-0.1206138285983238,0.017561872666514516
0.13614613911192971,-1.1010642024525679,-0.12269649341560494,0.016328519576658516
0.13636285571069692,-1.1887675731760392,-0.12491004806420095,0.015039982434553172
0.13640442606929387,-1.3782706311089117,-0.127774306191538,0.013525019235970166
0.13646486044184847,-1.2879022962920137,-0.12993598004654558,0.012207327706174305
0.1370602661743634,1.1905879399385326,-0.11884808658935636,0.015181579417456965
0.1371688760549218,0.43064326229938477,-0.11352139919071356,0.01661867714628069
0.13695357745914447,-0.11104613394269489,-0.11253149575626312,0.016807207346640957
0.13680069844010562,0.4029193302273489,-0.10753793265623632,0.01833126992917211
0.13644083672668963,0.03940549282564776,-0.10585402707199978,0.018917204303099157
0.13563907039143044,-0.10097398438777706,-0.10544974501305318,0.019128345246579175
0.1346184101366857,-0.35768866390297716,-0.10701501609573724,0.01870450021166155
0.1337852922127583,-0.24837518698713554,-0.10758141901189996,0.018558203196653696
0.13310783442340868,-0.08258899025178341,-0.1069200051644505,0.018793137511143813
0.1328191015696078,0.17796452856299189,-0.10450672782166526,0.019612566200256788
0.1326468919678863,0.35791942295372403,-0.10112950294482949,0.020804861931440658
0.13265136553860757,0.754857595122987,-0.09504076867628761,0.022958018427590942
0.132802671031748,1.1264431463788966,-0.08631126711842975,0.02611334616452903
0.13309908854690874,1.19226625108943,-0.07824242808441559,0.029256510796246485
0.1332788913259273,0.507762391393573,-0.07525868412474437,0.03091873227926344
0.13335581112678127,0.2954947324128336,-0.07405655480286691,0.03202836642672664
0.13302169302892297,-0.35924254407758704,-0.07765983934547697,0.0315554720641412
0.13267768550376602,-0.5480575377311154,-0.08222388111938404,0.030625629316216946
0.13247089492592273,-0.2589424798293601,-0.08405857735345935,0.03042292003661476
0.13254894912916862,0.32647345790078175,-0.08087545382112599,0.03177293034949537
0.1327124768932346,0.4087343013039821,-0.07744711689805679,0.0332615805253543
0.13282633795905632,0.24160238537050038,-0.0756463764352378,0.03428272253088824
0.13269352139521276,-0.3242683619942886,-0.0782184234251926,0.03389827527539686
0.1327204726004129,-0.25371590790055615,-0.07987996438511495,0.033709470670860386
0.13295252192827528,0.06946257936315528,-0.07887306048309058,0.03431812999873477
0.13289949776488938,-0.40483532246075526,-0.0815517207361901,0.03373524868513409
0.13318759023024376,0.3662968419990741,-0.0772828375626281,0.03531769577978644
0.1334118908579012,0.08887761951534305,-0.075826628456813,0.03608286541051328
0.13345380885594116,0.06624015095875119,-0.07476902307823642,0.03673466991262324
0.13337498618655935,-0.38260986568006466,-0.07747461070478998,0.03616906347574167
0.1326306078045302,-1.311518554631895,-0.08986769602987793,0.03236452340651035
0.13210605647943857,-0.9132516117044391,-0.0970992194649417,0.029898724827257996
0.1316726873207492,-0.8188164537944975,-0.10242724081504195,0.027872414094530455
0.13131018171788922,-0.916786236222311,-0.1080256689627927,0.025642228520320335
0.13109026317688888,-0.654822405336362,-0.11070659178613426,0.02424492242718942
0.13070940587082833,-0.9885596828602033,-0.11653302006269464,0.0217958012625559
0.13059269050221514,-0.9428332946545795,-0.12112427662518194,0.01963810910966004
0.13011936110445255,-1.21771660984176,-0.1280247480330102,0.016661049626383706
0.12945830640774492,-1.4746588812575578,-0.13697285001545562,0.012894897590568721
0.12887547973400404,-1.2471203070437868,-0.1430208787672409,0.009902403370434118
0.12836027808023287,-1.1414194144138523,-0.14743814380464457,0.007358972146498556
0.1278900591406392,-0.8478193987443513,-0.14921876032203535,0.0056394317943795035
0.12750331940927562,-0.9115896310416307,-0.15131581816447054,0.003855559164157155
0.12743586820902608,-0.4485138609994416,-0.1499499752195297,0.0032235182172585565
0.12744532766122438,-0.19825971632545583,-0.14694638969831697,0.0032383258323543814
0.12753812909555715,-0.19561376430915578,-0.14438564109790572,0.0032582883649820127
0.1273680510725219,-0.6256521220966754,-0.145482264336448,0.0022170958359328747
0.12741623572893315,-0.2006272076210847,-0.14343355165837435,0.002219581537154635
0.1273334792448076,-0.5831588895414145,-0.1447477719407963,0.0012322360003955881
0.1274111766602043,-0.2040368646787933,-0.1430778666365749,0.0012213624228376671
0.12680892791971593,0.07646833006692592,-0.13942676190229814,0.0019380401498478722
0.12654297459780486,0.22483183230598533,-0.13511105428006856,0.0029998315665686675
0.12664559227218444,0.4891039531419753,-0.12918800359035099,0.0047204949402484785
0.1265910860669643,0.6749733305734352,-0.12248794801471857,0.0068618987112326075
0.12672026156506888,0.7130414389508581,-0.11647527431748304,0.008956185571724312
0.12688575623650708,0.6316377027756193,-0.11183777770375108,0.010749169772264816
0.12699986430930155,0.16115399898729968,-0.11062815022026037,0.01152793295328641
0.12715298118690563,0.347062857937109,-0.10823390926869075,0.012694099235815843
0.12733741305955268,0.5602839625539942,-0.10457551757937857,0.014303977611353597
0.1274881513514985,0.7268519627900498,-0.1001555104313716,0.01622467207091151
0.12760480268126662,0.8266322048932047,-0.09561563618680387,0.01826282158037107
0.12766648123708893,1.1070099613595081,-0.08940649657019374,0.020918825769708896
0.1274214320237596,0.8449725349136056,-0.08539242645853144,0.022975502403687637
0.12729559569398505,1.144659570611576,-0.07944126996891432,0.025709359569737744
0.12740278757155488,1.1039761060626359,-0.0745895867923786,0.028180990322013915
0.12745026780067328,0.6175710702472793,-0.07274469479618854,0.029735559926335527
0.12769435643133287,0.3142545259488321,-0.07271627003312199,0.030677306712051183
0.12813075371253452,0.5357213395175707,-0.0711870235514172,0.03203805287491243
0.12858388342900692,0.8453373782510941,-0.06760306923470279,0.03404159135639487
0.12868455249282726,0.6746483245652523,-0.06537050438172412,0.0356369442113574
0.12882357167619776,0.8581488102557421,-0.06214417854907217,0.03754834141508094
0.12895122853884283,0.575234294531012,-0.06069282147242526,0.03890297027051826
0.12946608255316963,0.8571636864976303,-0.057479375798486915,0.04080193585333437
0.12990901179652695,0.7165987414596773,-0.05537511435976169,0.04236060032135195
0.1301403201034725,0.5075337218847022,-0.05450537483323198,0.04350806174297069
0.13054667401811873,0.32925428587037986,-0.05455091850633971,0.044316769156229716
0.1303809780817399,-0.18571826734273902,-0.057038342390086545,0.04427038349069146
0.13022361634357493,-0.5566459868717621,-0.061168115738848124,0.04356987739852972
0.1298017101380813,-1.2003107113817701,-0.068991913958054,0.041515450408091154
0.12976684556136223,-0.708826564034015,-0.07313385320322771,0.04041790965272554
0.13040476393833153,-0.6211603001397717,-0.07617592047964437,0.03955189750262133
0.1310707770712977,0.015431602152641385,-0.07505380184474139,0.039950235794001275
0.13185786021431503,0.40258335437231685,-0.07141189181820415,0.041193336696283986
0.13271132419403503,0.393752680265265,-0.06837783381919144,0.04232891322571342
0.13313939642542966,-0.377742845590001,-0.07043533527458047,0.04187863993539992
0.13366381052442572,-0.6625175064499284,-0.07422115598759954,0.040797725422152674
0.13429394360756483,-0.3364776344099304,-0.07542537513516244,0.04044603714185257
0.13513178210918422,-0.2966214546780664,-0.07619777441411668,0.040200459926559684
0.13610640758301823,-0.44771731631471323,-0.07781227684051056,0.03966104458136741
0.1369774365029893,-0.46452438224509063,-0.07928198777014418,0.039127947630857064
0.13789267052259643,-0.20317826614255097,-0.07913102839319695,0.039087173346210057
0.1386860477692042,-0.19498488750645593,-0.07896004576731094,0.03906346255171004
0.13946096353173423,-0.36598678690792497,-0.07969569732164111,0.03875565256573315
0.14007937750629873,-0.22165989815037773,-0.07963583399793966,0.03869220819475145
0.14057599874670887,-0.23565944878463274,-0.07965012390919723,0.038612375320127346
0.14099522446913323,-0.4947958504601949,-0.08085849749975041,0.03815000597035906
0.1415526917603854,-0.7193137119512625,-0.08297322505537066,0.03736721444337339
0.14188981053553684,-0.8173950445508018,-0.08524666882034417,0.03648522658009853
0.1424743754064902,-0.586703262804935,-0.08633183381077118,0.035940850075590065
0.14280172368362626,-0.8571151521458905,-0.08850782763411083,0.035028379369926504
0.1430058886688379,-0.7682619162360416,-0.09004560039617698,0.03428203457155775
0.143217573644096,-0.3860109683215764,-0.09000237622309802,0.03402752596033245
